Date	Time	PT_ECO.TR01_WU311_B15.AA.R2251_ActValue[°C]	PT_ECO.TR01_WU312_B15.AA.R2251_ActValue[°C]	PT_ECO.TR01_WU314_B15.AA.R2251_ActValue[°C]	PT_ECO.TR01_WU321_B15.AA.R2251_ActValue[°C]	PT_ECO.TR02_WU322_B15.AA.R2251_ActValue[°C]	PT_ECO.TR02_WU323_B15.AA.R2251_ActValue[°C]
2-Jun-25	 03:08:51 am	47.83398438	46.18677139	39.59792709	39.75356674	37.89883423	34.44876862
2-Jun-25	 03:08:52 am	47.83398438	46.18677139	39.37743378	39.75356674	37.89883423	34.44876862
2-Jun-25	 03:08:53 am	47.96368408	46.18677139	39.36446381	39.75356674	38.00259399	34.44876862
2-Jun-25	 03:08:56 am	47.96368408	46.18677139	39.36446381	39.75356674	38.00259399	34.44876862
2-Jun-25	 03:08:58 am	47.96368408	46.18677139	39.36446381	39.75356674	38.00259399	34.56550217
2-Jun-25	 03:08:59 am	47.96368408	46.18677139	39.36446381	39.75356674	38.00259399	34.56550217
2-Jun-25	 03:09:00 am	47.96368408	46.18677139	39.23476028	39.75356674	38.00259399	34.56550217
2-Jun-25	 03:09:06 am	47.96368408	46.18677139	39.23476028	39.75356674	38.00259399	34.5006485
2-Jun-25	 03:09:07 am	47.96368408	48.83268738	39.23476028	39.4552536	38.49546051	34.5006485
2-Jun-25	 03:09:08 am	50.998703	48.83268738	39.46822357	39.4552536	38.49546051	34.5006485
2-Jun-25	 03:09:14 am	50.998703	48.83268738	39.46822357	39.4552536	38.49546051	34.7730217
2-Jun-25	 03:09:15 am	50.998703	48.83268738	39.46822357	39.68871689	38.49546051	34.7730217
2-Jun-25	 03:09:16 am	50.998703	49.04021072	39.39040375	39.63683701	38.49546051	34.7730217
2-Jun-25	 03:09:17 am	51.10246658	49.04021072	39.41634369	39.63683701	38.59922409	34.7730217
2-Jun-25	 03:09:22 am	51.10246658	49.04021072	39.41634369	39.63683701	38.59922409	34.7730217
2-Jun-25	 03:09:24 am	51.10246658	49.04021072	39.41634369	39.52010345	38.59922409	34.7730217
2-Jun-25	 03:09:25 am	51.10246658	49.04021072	39.31258392	39.52010345	38.59922409	34.78599167
2-Jun-25	 03:09:32 am	51.10246658	51.53048325	39.31258392	39.93515015	38.9105072	34.78599167
2-Jun-25	 03:09:33 am	54.81193542	51.53048325	39.62386703	39.93515015	38.9105072	34.78599167
2-Jun-25	 03:09:40 am	54.81193542	51.53048325	39.62386703	39.84436035	38.9105072	35.29182816
2-Jun-25	 03:09:41 am	54.81193542	51.67315292	39.46822357	39.85733032	38.9105072	35.29182816
2-Jun-25	 03:09:42 am	54.88975525	51.67315292	39.48119354	39.85733032	38.9105072	35.29182816
2-Jun-25	 03:09:46 am	54.88975525	51.67315292	39.48119354	39.85733032	38.92347717	35.29182816
2-Jun-25	 03:09:48 am	54.88975525	51.67315292	39.48119354	39.88327026	38.92347717	35.20103836
2-Jun-25	 03:09:49 am	54.88975525	51.67315292	39.48119354	39.88327026	38.92347717	35.20103836
2-Jun-25	 03:09:50 am	54.88975525	51.67315292	39.44228363	39.88327026	38.92347717	35.18806839
2-Jun-25	 03:09:54 am	54.88975525	51.67315292	39.44228363	39.88327026	38.92347717	35.18806839
2-Jun-25	 03:09:56 am	54.88975525	51.67315292	39.44228363	39.58495712	38.92347717	35.18806839
2-Jun-25	 03:09:57 am	54.88975525	54.51362228	39.44228363	39.58495712	38.92347717	35.18806839
2-Jun-25	 03:09:58 am	58.52140427	54.51362228	39.74059677	39.58495712	38.92347717	35.18806839
2-Jun-25	 03:10:02 am	58.52140427	54.51362228	39.74059677	39.58495712	39.39040375	35.18806839
2-Jun-25	 03:10:04 am	58.52140427	54.51362228	39.74059677	39.81842041	39.39040375	35.68093491
2-Jun-25	 03:10:05 am	58.52140427	54.51362228	39.74059677	39.81842041	39.39040375	35.68093491
